movie_name,language,year_of_release,maturity_rating,total_running_time_minutes,imdb_ratings
AAYUSHMANBHAVA,Kannada,2019,13+,143,6.2
Sakka Podu Podu Raja,Tamil,2017,13+,124,4.3
Acp Ranveer,Bengali,2018,13+,156,0
Appu,Malayalam,1990,All,139,6.5
N.T.R: Mahanayakudu,Telugu,2019,All,124,5.4
Local Boy,Telugu,2020,All,140,5.7
Nee Bareda Kadambari,Kannada,1985,NR,136,7.7
Cheel Zadap,Gujarati,2019,13+,117,5.2
Mithai,Malayalam,2019,13+,137,4.3
Mana Oori Ramayanam,Telugu,2016,All,108,6.9
Veertaa,Hindi,1993,All,149,0
Charade,English,None,18+,113,7.9
Rudra Thandavam - 1978,Tamil,1978,NR,134,5.9
Kya Kehna!,Hindi,2000,13+,149,5.9
Ki Kore Toke Bolbo,Bengali,2017,13+,149,5.9
Chakkiligintha,Telugu,2014,13+,142,6.3
The Final Countdown,English,1980,18+,102,6.7
Subhamangal Savadhan,Marathi,1992,All,139,7.9
Parasmani,Hindi,None,All,131,6.4
Aar Paar,Hindi,1985,All,139,6.2
Saint Peter in Gallicantu,English,2020,13+,52,0
Tootsie,English,1982,NR,116,7.4
Kalyanam,Malayalam,2018,All,113,5.5
Badshah-The Don,Bengali,2016,All,156,0
Aasaiyil Oru Kaditham,Tamil,1999,13+,126,4.8
Knock Knock,Tamil,2015,18+,99,4.9
Melmaruvathur Adhiparasakthi,Tamil,1986,NR,136,0
Shiva: Journey To Plunotaria,Hindi,2020,7+,80,0
Ponnar Sankar,Tamil,2011,All,134,3.8
Under The Radar,English,2020,13+,44,0
Ayogya (Telugu),Telugu,2019,13+,137,0
Agent Gopi,Telugu,1978,NR,129,7.6
Thappu,Telugu,2007,NR,75,0
Tum Jo Mile - A Sweet Love Story,Hindi,2010,NR,125,0
Patriots Day,English,2017,18+,133,7.4
Morya,Marathi,2011,13+,121,7.2
Phamous,Hindi,2018,18+,109,3.8
The Bourne Identity,Hindi,2002,13+,118,7.9
Dishkiyaoon,Hindi,2014,NR,118,5.2
The Ruins of Raqqa,English,2019,13+,43,0
Pratigyabadh,Hindi,1991,All,162,5.7
Titas Ekti Nadir Naam,Bengali,2017,13+,148,0
Premeswari,Telugu,2002,NR,69,0
Dharmapuri,Tamil,2006,All,146,4.4
Lone Survivor,English,2014,16+,116,7.5
The Bourne Ultimatum,Hindi,2007,13+,115,8
Mission Possible,Marathi,2010,13+,100,5.8
Aapne Toh Chhie Bindaas,Gujarati,2016,All,177,0
The Descent Part 2,Hindi,2010,18+,89,5.8
Bouma,Bengali,2019,13+,147,6.5
Armaan - Story Of A Story Teller,Gujarati,2017,All,99,5.6
Dharasnan,Bengali,2018,NR,143,5.3
Dabangg 3 (Telugu),Telugu,2019,16+,156,0
Kush,Hindi,2013,18+,25,7.8
Shubh Mangal Saavdhan,Hindi,2017,NR,104,6.9
Simhasanam,Malayalam,2012,13+,159,3
Naalum Therinthavan,Tamil,1968,NR,134,0
Letha Manasulu,Telugu,None,All,177,7.6
Apan Jan,Bengali,2017,13+,112,0
YZ,Marathi,2016,13+,145,7.3
Othello,English,None,16+,92,0
The Wait,English,2013,18+,98,0
Meet Bill,English,2008,18+,93,6.2
Sasu Numbri Jawai Dus Numbri,Marathi,2008,All,137,5
Jenifer,English,2001,13+,94,5.9
Madura Veeran,Tamil,2018,NR,119,6.3
Kannappanunni,Malayalam,1977,NR,156,6.7
Sanjog,Hindi,1972,All,151,6.2
Journey to the Center of the Earth (2008),English,2008,13+,92,5.8
Anukunnadi Okati Ayinadi Okati,Telugu,2020,18+,119,4.6
Unhinged,Telugu,2020,18+,90,6
Gaon,Hindi,2018,13+,124,5.5
Varavelpu,Malayalam,1989,All,145,8.1
Namastey London,Hindi,2007,All,131,7.1
The Great Gambler,Hindi,1979,18+,162,6.5
Moon,English,2009,18+,97,7.9
Manush Keno Beiman,Bengali,2019,13+,134,0
The Rider & The Wolf,English,2020,13+,60,0
Terminator Salvation,Hindi,2009,13+,114,6.5
Yatra (Tamil),Tamil,2019,13+,125,8.2
Sagaa (Malayalam),Malayalam,2019,13+,119,0
"Agaram (Tamil Language, English Subtitled)",Tamil,2007,18+,137,0
Snehitara Savaal,Kannada,1981,NR,153,7.7
Dark Chocolate,Hindi,2016,18+,91,4.2
Jiban Youban,Bengali,1997,NR,152,0
Pierre Christin - Time-Space,English,2020,13+,52,0
Wake Of Death,Hindi,2004,16+,84,5.7
Yves Saint Laurent – Fire Starter,English,2018,13+,42,0
Be Dune Saade Chaar,Marathi,2009,All,132,6.8
Vadakkumnadhan,Malayalam,2006,All,132,6.5
Yun Hota Toh Kya Hota,Hindi,2006,13+,115,6.6
Jora 10 Numbaria,Punjabi,2017,18+,135,6.5
Aetbaar,Hindi,2004,18+,143,4.6
Dhwaja (Hindi),Hindi,2018,13+,138,6.5
Aakrosh,Hindi,1980,18+,138,7.9
Meesa Madhavan,Malayalam,2002,NR,150,7.9
Komol Gandhar,Bengali,None,All,124,0
Super K (Hindi),Hindi,2011,All,87,0
The Bumble Nums - Season 3,English,2019,All,46,0
White Sauce Chicken Pasta,Bengali,2020,13+,4,0
Thayiya Hone,Kannada,1985,NR,139,0
Ek Adbhut Dakshina - Guru Dakshina,Hindi,2015,NR,121,0
Barsaat Ki Ek Raat,Hindi,1981,All,147,6.3
Subho Muharat,Bengali,2003,NR,154,0
Thayi Kotta Thali,Kannada,1987,NR,133,0
Protidan,Bengali,1983,NR,142,6.6
Ek Taraa,Marathi,2015,13+,132,7
Su Karisu,Gujarati,2016,13+,123,0
Amar Sanghee,Bengali,2017,13+,153,0
Louder Than Bombs,English,2016,16+,109,6.6
Khuda Gawah,Hindi,1992,All,185,6.6
Sati Leelavathi,Telugu,2005,NR,127,0
Rab Ton Sohna Ishq,Punjabi,2013,13+,138,0
Himmat Aur Mehnat,Hindi,1987,NR,137,0
Satya,Telugu,1998,NR,156,8.2
Artificial Intelligence: Creating a Code for Consciousness,English,2020,13+,47,0
Bidrohi,Bengali,1987,NR,139,6.5
Indiana Jones and the Raiders of the Lost Ark,English,1981,18+,115,8.4
Shivanaga,Kannada,1992,NR,133,0
Middle Class Melodies (Tamil),Tamil,2020,16+,135,7.7
Marmaduke,English,2010,All,88,4.3
Cinema Pichoodu,Telugu,1980,NR,120,0
Pauran,Malayalam,2005,NR,141,4.5
Naqaab,Bengali,2019,13+,159,5.7
Nanny McPhee,English,2006,13+,98,6.5
Jalsaghar,Bengali,2018,13+,90,0
Gulama,Kannada,2008,13+,147,4.8
After Earth,Tamil,2013,13+,99,4.8
Antha,Kannada,1981,NR,124,7.4
Travelling with the Jinju,English,2020,13+,52,0
Sarvasva - A Blind Love,Kannada,2017,13+,102,0
Premam,Hindi,2019,All,103,7.1
Judaai,Hindi,1980,All,149,5.9
OK Jaanu,Hindi,2017,13+,134,5.2
Richie (Hindi),Hindi,2019,13+,98,5.3
Balache Baap Brahmachari,Marathi,1988,All,140,7.7
Ora Char Jon,Bengali,1988,NR,130,0
& Jara Hatke,Marathi,2016,NR,115,2.9
Policeodu,Telugu,2016,All,157,7.1
Kapalika,Malayalam,1983,NR,131,0
Sant Gyaneshwar,Hindi,1981,NR,129,7.9
Don't Be Afraid of the Dark,Hindi,2011,18+,99,5.6
Shellfish: From The Sea To Our Plates,English,2020,13+,52,0
Aatma,Hindi,2013,18+,90,3.8
Alvin and the Chipmunks,English,2007,All,91,5.2
Eden,English,2015,18+,96,4.8
24 Mani Neram,Tamil,1984,NR,123,0
The Eagles of the Forest,English,2019,13+,53,0
Sujan Sakhi,Bengali,1995,NR,144,0
Ye Maya Chesave,Telugu,2010,13+,155,7.7
Jumanji: The Next Level,Telugu,2019,13+,123,6.6
Ghost Rider: Spirit Of Vengeance,Telugu,2012,18+,95,4.3
Baap Re Baap,Hindi,None,NR,130,6.5
Ghost Rider: Spirit Of Vengeance,Tamil,2012,18+,95,4.3
The Romantics,English,2010,18+,96,5.1
The Cobbler,English,2015,13+,97,5.8
Barsaat,Hindi,2005,All,139,3.8
Prem Juddho,Bengali,2013,All,124,7.4
Simla Special,Tamil,1982,NR,137,6.8
Swapna Sanchari,Malayalam,2011,All,122,6
The Godfather,English,1972,18+,177,9.2
Nag Nagini,Bengali,2017,13+,132,0
Nayaner Alo,Bengali,1998,NR,144,0
Super Bheem Aur Avinashi Trimoorthy,Hindi,2019,7+,65,0
Lagna Mubarak,Marathi,2018,13+,130,6.1
Krishnan Vanthan,Tamil,1987,NR,124,0
Kong: Skull Island,Hindi,2017,16+,118,6.6
Shantilal O Projapoti Rohoshyo,Bengali,2020,13+,101,5.9
Don,Hindi,2006,13+,168,7.2
Mandyada Gandu,Kannada,1994,NR,144,0
Dev,Hindi,2004,18+,164,6.9
Vamizi: Cradle of Coral,English,2020,13+,52,7.2
Swapna Sundari,Telugu,None,NR,127,0
Srivari Priyuralu,Telugu,1994,NR,134,0
Sitadevi,Telugu,1982,NR,132,6.1
Rebel,Telugu,2020,18+,169,4.7
Sabrang,Hindi,2017,NR,104,6.4
Raja Harish Chandra,Bengali,1994,NR,112,0
Bhrashtachar,Hindi,1989,13+,141,4.7
Pratham Dekha,Bengali,1992,NR,147,0
For the Plasma,English,2014,NR,93,5.7
Awara Paagal Deewana,Hindi,2002,18+,157,6.2
Tropic Thunder,English,2008,18+,106,7
Byabodhan,Bengali,1990,NR,131,0
Meri Jung,Hindi,1985,All,160,7.3
Vice,English,2008,18+,98,0
SAFALTA 0KM,Gujarati,2020,13+,151,8.2
Chor Machaye Shor,Hindi,1974,All,139,6.5
Transformers: Dark of the Moon,English,2011,13+,154,6.2
You n Me,Punjabi,2013,13+,122,8.1
Main Krishna Hoon,Hindi,2013,NR,129,5.3
Shubho Mahurat,Bengali,2017,13+,154,7.7
Kannedhirey Thondrinaal,Tamil,1998,All,162,6.7
Baavare Prem He,Marathi,2014,All,116,6.4
Kshudhita Pashan,Bengali,None,All,99,6.8
Naa Desam,Telugu,1982,NR,125,6.8
Hellboy,English,2004,16+,121,5.2
Gulabo Sitabo,Hindi,2020,16+,124,6.3
Swapno Niea,Bengali,None,NR,84,0
Swabhoomi,Bengali,2017,13+,116,0
Hopscotch,English,1980,13+,104,7.2
Shourya,Telugu,2016,13+,117,6.9
Indu Sarkar,Hindi,2017,13+,134,6
Biporjoy,Bengali,2017,13+,120,4.4
Lal Baadshah,Hindi,1999,18+,143,3.3
Sikandar,Hindi,2009,13+,102,0
Deewane Huye Paagal,Hindi,2005,13+,150,5.3
Bal Hanuman III - Return Of The Demon,Hindi,2010,All,50,0
Galige,English,1994,NR,141,7.4
Khaad,Bengali,2017,13+,118,7.2
Mamangam,Malayalam,2019,13+,156,6.4
Sriramachandra,Kannada,1992,NR,126,5.4
Demolition,English,2015,18+,100,7
Ananda Poonkaatre,Tamil,1999,All,151,6.5
Shambo Shankara,Telugu,2018,13+,125,3.7
Survivor,Telugu,2015,13+,96,5.6
Shruthi,Kannada,1990,NR,152,0
Byomkesh Bakshi (Adim Ripu),Bengali,2017,13+,108,0
Goodbye Lover,English,1999,18+,101,5.6
Phoolon Ki Sej,Hindi,None,All,148,5.7
Octopus (Kannada),Kannada,2015,13+,137,0
The Witch: Part 1 - The Subversion,English,2018,18+,120,7.1
Bleeding Steel,Hindi,2017,13+,105,5.2
Shriman Satyawadi,Hindi,None,All,146,6.9
Akkare,Malayalam,1984,NR,111,7.5
Tirupathi,Tamil,2006,All,153,3.3
Aamne Samne,Hindi,1982,All,133,6.4
Dhill,Tamil,2001,18+,158,7
Bal Ganesh and PomZom Planet (Gujarati),Gujarati,2017,All,79,0
Arjun Aamar Naam,Bengali,2003,NR,146,0
Pareeth Pandari,Malayalam,2017,All,110,6.7
Kabzaa,Hindi,1988,All,141,6
Chacko Randaaman,Malayalam,2006,NR,141,3.6
No Strings Attached,English,2011,18+,107,6.2
Mawaali,Hindi,1983,All,138,5.4
Ye Kaisa Pal Do Pal Ka Pyar,Hindi,2016,13+,84,0
Ghost Rider,Marathi,2007,13+,110,5.2
Bagh Bondi Khela,Bengali,2017,13+,126,7.7
Bring the Sun Home,English,2020,13+,54,0
Chandragiri,Malayalam,2018,NR,138,4.6
Pressure Cooker,Telugu,2020,13+,124,6.3
Black and Blue,Hindi,2019,18+,107,6.4
Affraa Taffri,Gujarati,2020,13+,124,6.3
The Bhoot Of Rose Ville,Bengali,2010,NR,113,0
Veruthe Oru Bharya,Malayalam,2008,All,141,6.3
Paigham,Hindi,None,All,146,7
Pattondru Ketten,Tamil,1991,All,118,0
Hum Aapke Dil Mein Rehte Hain,Hindi,1999,All,167,5.7
Knock Knock,Telugu,2015,18+,99,4.9
Man On Fire,English,2004,13+,146,7.7
Logan Lucky,Hindi,2017,16+,118,7
The Room,Telugu,2019,18+,99,6
Utsaham,Telugu,2002,NR,164,0
Unkahee,Hindi,2020,NR,41,4.6
Ariyatha Paiyan,Tamil,2001,NR,78,0
Nunnunarvu,Tamil,2016,All,98,7.5
Mansa Kanya,Bengali,1991,NR,151,0
Jagratha,Malayalam,1989,NR,134,7.4
Lakshyaved,Bengali,2009,NR,143,0
Pooja,Telugu,1975,All,136,5.1
Star Trek Beyond,English,2016,16+,122,7.1
Smile Please,Marathi,2019,13+,132,7
California Paranormal,English,2019,13+,80,4.7
Janiva,Marathi,2015,13+,100,6.2
Pad Yatra: A Green Odyssey,English,2019,13+,60,7.4
Shibu,Malayalam,2019,All,122,6.7
A Map of the World,English,1999,18+,126,6.6
Mahayoddha Vir : The Robot Boy Movie,Hindi,2013,All,45,2.8
Saaho (Kannada),Kannada,2019,13+,169,5.2
Anjaana Anjaani,Hindi,2010,NR,151,5.8
Raeeszada,Hindi,2020,13+,147,3.9
Hey Jude,Malayalam,2018,All,144,6.9
LBJ,English,2018,18+,97,6.5
Sparshaa,Bengali,2007,NR,113,0
Wanted,Hindi,1984,NR,145,6.7
Teenkahon,Bengali,2015,18+,124,7.4
Parayam,Malayalam,2006,NR,111,0
Parayanumvayya Parayathirikkanumvayya,Malayalam,1985,NR,131,5.6
Sultan,Hindi,2016,13+,169,7
Under Siege 2: Dark Territory,English,1995,18+,99,5.5
Vaddante Dabbu,Telugu,None,NR,139,6.6
Veeno in Turkey,Hindi,2017,All,77,0
Vaazhvey Maayam,Tamil,1982,All,157,6.9
Gowri Kalyana,Kannada,1991,NR,141,0
Nava Mohini,Telugu,1984,18+,135,7.3
The Geocentric Man,Bengali,2019,13+,40,6.4
Parvathi Kalyana,Kannada,1967,NR,121,7.8
Blumhouse's Fantasy Island,Telugu,2020,18+,109,4.9
Dil Vil Pyar Vyar,Hindi,2002,13+,150,5.2
Bhale Manchi Chowka Beram,Telugu,2018,13+,134,6.3
Whiplash,English,2015,16+,106,8.5
Yuddham ( In Hindi ),Hindi,2019,13+,95,3.2
Dinosaur Island,English,2002,7+,73,3.8
Sandhesam,Malayalam,1991,NR,139,0
Praktan,Bengali,2018,13+,142,7.7
Mukti,Bengali,None,NR,114,7.2
Gabbar Singh,Telugu,2012,13+,151,7.1
Abhimaan,Hindi,1973,All,123,7.9
K.G.F: Chapter 1 (Kannada),Kannada,2018,13+,154,8.2
Natpuna Ennanu Theriyuma,Tamil,2019,All,121,4.9
Wrath of the Titans,Tamil,2012,13+,99,5.7
Jayammu Nischayammu Raa,Telugu,2016,13+,157,7.2
Bal Shivaji,Marathi,1981,All,120,5.9
Praja,Malayalam,2001,NR,178,3.8
Enai Noki Paayum Thota,Tamil,2019,16+,151,5.6
Born To Race,Bengali,2012,16+,98,6
Ondalla Eradalla,Kannada,2018,All,117,8.3
Pasanga 2 (Hindi),Hindi,2015,All,119,7.4
Maati,Bengali,2019,13+,122,7.3
Janmadata,Bengali,2017,13+,163,6.9
No.20 Madras Mail,Malayalam,1990,NR,169,7.7
Dharla Tar Chavatya,Marathi,1989,All,141,7.7
Shiva: The Tiny Men From Mountain,Hindi,2020,7+,41,0
Chandra Kumara,Kannada,1963,NR,148,7.4
Flashbacks of a Fool,English,2008,18+,113,6.8
Boochamma Boochodu,Telugu,2014,18+,125,4.3
Pengal,Tamil,2000,18+,115,0
Escape From Taliban,Hindi,2003,13+,127,4.4
Dil Toh Baccha Hai Ji,Hindi,2011,18+,137,5.8
Pati Patni Aur Woh,Hindi,2019,16+,125,5.7
Down with Love,English,2003,18+,101,6.3
Chhota Bheem - Dholakpur To Khatmandu,Hindi,2020,All,69,0
Zero Dark Thirty,English,2013,18+,157,7.4
Run,Bengali,2017,13+,152,6.7
Half Serious,Bengali,2017,13+,121,5
Dillagi,Hindi,1999,13+,182,5.3
THE RULES OF ATTRACTION,English,2002,18+,110,6.7
Beluvalada Madilalli,Kannada,1975,NR,137,0
Varnapakittu,Malayalam,1997,All,153,5.8
Rani Kasula Rangamma,Telugu,1981,NR,114,0
Amar Deep,Hindi,None,NR,148,6.8
Ina,Malayalam,1982,NR,126,5.9
Ganga Ki Saugand,Hindi,1978,All,142,5.4
Wake Up India,Hindi,2013,NR,118,6.5
Sasesham,Telugu,2012,18+,124,4.7
Jalebi - The Taste of Everlasting Love,Hindi,2018,13+,103,6.1
The Lost City of Z,Hindi,2017,13+,140,6.6
Bahurani,Hindi,None,NR,133,6.4
Whistle,Telugu,2019,13+,177,6.7
The Grasslands Project - Life Out Here,English,2020,13+,12,0
Okatavudaam,Telugu,2015,NR,115,0
Teen Patti,Bengali,2014,13+,96,6
Dreamgirls,English,2006,13+,130,6.5
Mahaanta,Hindi,1997,13+,167,4.5
Shiva,Hindi,2006,18+,114,8.1
Khilona,Hindi,1970,All,160,6.5
Ratrir Tapasya,Bengali,None,NR,139,0
English Vs English,Bengali,2018,13+,116,0
Beder Meye Josna,Bengali,2017,13+,157,6.3
Aa Kokila Nu Kaieenk Karo,Gujarati,2011,All,138,0
Hichki,Hindi,2018,7+,116,7.5
Aliens Exposed,English,2019,13+,60,0
The Myth of the American Sleepover,English,2010,16+,96,6.3
Attwadi Kaun,Punjabi,2018,13+,49,0
Ikkayude Shakadam,Malayalam,2019,13+,99,4
Alex,Telugu,2005,NR,155,0
Bal Ganesh And The Pomzom Planet (Bengali),Bengali,2017,All,79,0
Illali Korikalu,Telugu,1982,NR,139,0
Yuvatha,Telugu,2008,13+,129,6
Subha Bibaha,Bengali,1977,NR,92,0
Body Language,English,2020,13+,52,7
Prema Sallapam,Telugu,2006,NR,77,0
The Way,English,2020,13+,72,0
Underworld Rise of the Lycans,Telugu,2009,18+,92,6.6
Meenakshi - Kannada,Kannada,2017,NR,124,0
Pran Sajani,Bengali,2017,13+,147,0
Bharat,Hindi,2019,13+,154,5.2
Faulad,Hindi,None,NR,112,6
Mon Jaane Na,Bengali,2019,13+,113,0
Kurrallu,Telugu,2006,NR,85,0
Asterix: The Mansion of Gods,English,2014,7+,85,6.9
Me Yetoy..Chhota Pudhari,Marathi,2018,13+,107,0
Jack the Giant Slayer,Hindi,2013,13+,114,6.2
Church of Saint Lazarus,English,2020,13+,26,0
Woh Kaun Thi,Hindi,None,18+,127,7.6
Apan Holo Par,Bengali,2000,All,106,0
Qissa Panjab,Punjabi,2015,NR,93,7.4
The Smurfs 2,Hindi,2013,7+,104,5.3
Dattak,Hindi,2001,NR,119,7.5
Pati Param Guru,Bengali,1991,NR,146,0
Airaa (Tamil),Tamil,2019,13+,137,4.7
Dwaraka,Telugu,2017,13+,137,4.9
Sanyasi Raja,Bengali,2017,13+,139,7.9
All Is Bright,English,2013,18+,107,5.6
Same Kind of Different as Me,English,2017,18+,119,6.6
Jangi,Bengali,2013,NR,140,0
Fight Club,English,1999,13+,139,8.8
Kalla Kulla,Kannada,1975,NR,139,7.4
Atithee,Hindi,1978,NR,135,6
Diana,Malayalam,1990,NR,77,5.5
BHK Bhalla@Halla.Kom,Hindi,2016,13+,120,5.4
English Vinglish - Telugu,Telugu,2012,NR,133,0
Bilambita Loy,Bengali,1981,NR,109,0
Gamanam,Malayalam,1994,NR,114,0
Anubhav - Bengali,Bengali,1993,NR,128,0
Bhola Moira,Bengali,1977,NR,132,4.4
Days of Thunder,English,1990,13+,107,6.1
The Stolen Princess (Tamil),Tamil,2018,All,88,6.1
The Dark Knight Rises,Tamil,2012,13+,164,8.4
Ghost,Hindi,2012,18+,113,2.3
Pyaar Ke Side Effects,Hindi,2006,18+,120,6.7
Mighty Raju - The Champion Of Alaska,Hindi,2019,All,60,0
Udayam,Malayalam,1973,NR,148,7
Thirumagal,Tamil,1971,NR,137,0
Manojder Adbhut Bari,Bengali,2020,13+,116,5.2
Sathya Mithya,Bengali,2017,13+,162,0
"From ISS To Mars - Space, The Future Of The Earth?",English,2019,13+,54,0
The Theory of Everything,English,2015,16+,123,7.7
Aakhri Ghulam,Hindi,1989,NR,134,5
Steel Toes,English,2007,18+,90,6.1
Mission Kashmir,Hindi,2000,13+,150,6.7
Safe House,Hindi,2012,18+,114,6.7
Deep Jele Jaai,Bengali,2017,13+,120,0
Goliyon Ki Raasleela Ram-Leela,Hindi,2013,NR,155,6.4
Aami Ashbo Phirey,Bengali,2018,18+,120,6.9
Transformers: Revenge of the Fallen,Telugu,2009,13+,149,6
Hum,Hindi,1991,All,168,6.8
Buno Haansh,Bengali,2014,13+,135,6.5
Rappakal,Malayalam,2005,All,137,7.2
Luv... Phir Kabhi,Hindi,2014,NR,119,0
WHO,Malayalam,2018,13+,152,5.3
Kartoos,Hindi,1999,18+,126,5.1
Mission: Impossible III,English,2006,13+,125,6.9
Playing With Fire,English,2019,7+,95,5.1
Doctor Love,Malayalam,2011,All,157,5
Jagga Jagravan Joga,Punjabi,2020,13+,114,1.9
Vayasu Pasanga,Tamil,2004,13+,132,0
Himapatha,Kannada,1995,NR,140,0
The Death of Stalin,English,2018,18+,102,7.2
Babu,Hindi,1985,NR,148,0
Criminal,English,2016,18+,108,6.3
Abduction Point,Bengali,2016,18+,82,5.6
Crown Heights,English,2017,18+,99,6.5
Shiva And The Wolf Boy,Hindi,2020,7+,43,0
If Something Happens,English,2018,18+,80,5.4
Sarkar 3,Hindi,2017,NR,130,4.9
Time,English,2020,16+,81,7.2
Kinara,Hindi,1977,NR,139,6.7
Aadhar,Marathi,2002,All,140,4.8
Marjaavaan,Hindi,2019,16+,133,3.5
Ankhiyon Ke Jharokhon Se,Hindi,1978,All,140,7.1
"Easy to Learn, Hard to Master The Fate of Atari",English,2019,13+,109,0
Manivathoorile Aayiram Sivarathrikal,Malayalam,1987,All,134,7.3
Disko,English,2019,13+,16,0
Raja Narasimha,Kannada,2003,NR,132,7.4
Sangrama,Kannada,1987,NR,138,3.2
Sasur Bari Zindabad,Bengali,2017,13+,151,0
The Lazarus Effect - FKA Reawakenings,English,2015,13+,83,5.2
Life In A Year,English,2021,13+,107,0
Capmaari,Tamil,2019,18+,126,3.3
Avasara Police 100,Tamil,1990,18+,143,6.6
Dinner for Schmucks,English,2010,18+,109,5.9
Adyashakti Mahamaya,Bengali,1978,NR,113,0
The Mummy,Hindi,1999,18+,124,7
Ek Poshla Bristi,Bengali,2019,13+,124,0
Gujjubhai Most Wanted,Gujarati,2018,All,141,7.3
Blumhouse's Fantasy Island,Tamil,2020,18+,109,4.9
Birth of the Dragon,Hindi,2017,13+,91,5.5
Ek Gadi Baki Anadi,Marathi,1989,All,134,7.3
Bidaay Byomkesh,Bengali,2019,13+,120,5.3
K.D.No.1,Telugu,1978,NR,151,4.9
Kuselan,Tamil,2008,All,158,4.7
Charlie's Angels,Hindi,2019,13+,118,4.8
"MARADONA, THE GOLDEN KID",English,2020,13+,54,0
Veerappan,Telugu,2016,18+,117,5.3
Kalank,Hindi,2019,13+,165,3.6
The Dark Knight,Tamil,2008,13+,152,9
Ahankaar,Hindi,1995,All,145,5.9
Banjara - The Truck Driver,Punjabi,2018,13+,130,4.2
Belaseshe,Bengali,2018,13+,141,8.5
His highness abdullah,Malayalam,1990,All,148,7.9
Bommarillu,Telugu,None,NR,121,8.2
Kurukshetra,Kannada,1987,NR,133,6
Naram Garam,Hindi,1981,All,127,7.4
Dumb and Dumber To,Hindi,2014,18+,104,5.6
Alone,Hindi,2015,13+,118,3.7
Anaganaga Oka Ratri,Telugu,2002,NR,111,0
Van Helsing,English,2004,13+,131,6.2
Ajab Karamat,Gujarati,2007,All,106,0
Durgeshgorer Guptodhon,Bengali,2019,13+,131,6.6
Ernest Rides Again,English,1993,All,99,5
Velaiilla Pattadhari 2,Tamil,2017,All,120,5.4
13B: Fear Has a New Address,Hindi,2009,18+,144,7.3
Sunday,Hindi,2008,NR,130,5.3
Dil Dosti Etc,Hindi,2007,18+,104,7
The Caller,English,2011,18+,87,6.1
Mighty Raju,Hindi,2019,All,72,3.3
Ajj De Ranjhe,Punjabi,2012,13+,143,5.1
Muthal Echarikkai,Tamil,1987,NR,80,0
Maherchi Maya,Marathi,2005,All,150,0
Mere Baap Pehle Aap,Hindi,2008,All,157,5.4
Clear and Present Danger,English,1994,13+,141,6.9
Who’s Driving The Car?,English,2019,13+,52,0
Kuch Kuch Locha Hai,Hindi,2015,18+,135,2.5
Shangku Shelter,English,2020,13+,53,0
Raju Ban Gaya Gentleman,Hindi,1992,All,148,6.8
A Case of You,English,2014,18+,91,5.6
Anacondas: The Hunt for the Blood Orchid,Telugu,2004,16+,96,4.7
Vigilante,English,2020,13+,54,0
Race 3,Hindi,2018,13+,159,1.9
Ninnu Kori,Telugu,2017,All,136,7.5
Saajan,Hindi,1991,NR,180,7.2
Bewakoofiyaan,Hindi,2014,13+,117,5.5
Singari Bangari,Kannada,1989,NR,125,0
Nomu,Telugu,1974,All,134,7.9
Muqaddar Ka Faisla,Hindi,1987,13+,171,5
Foto,Hindi,2007,All,86,6.4
Besharam,Hindi,2013,13+,141,3.6
One Night Stand,Hindi,2016,18+,97,3.1
Samrat Chandragupt,Hindi,None,NR,105,6.1
Pasamulla Pandiyare,Tamil,1997,NR,142,0
Aapne To Dhirubhai,Gujarati,2014,All,125,6
Greed,Hindi,2020,13+,104,5.7
Street Dancer 3D,Hindi,2020,13+,141,3.6
Stinking Heaven,English,2015,NR,70,6
John Honai,Malayalam,2015,All,121,1.9
Oculus,English,2014,18+,102,6.5
Amrit Kumbher Sandhane,Bengali,2017,13+,129,0
The People's Girls,English,2019,13+,28,8.1
Mogra Phulaalaa,Marathi,2019,All,136,6.6
Dharma Devathai,Tamil,1986,18+,137,0
Duranta Prem,Bengali,1993,NR,151,0
Spider-Man (Feature),English,2002,13+,121,7.3
Vandhaan Vendraan,Tamil,2011,All,144,3.9
Jobs,English,2013,16+,127,5.9
Yeh Dillagi,Hindi,1994,All,154,6
Snow White & the Huntsman,English,2012,13+,127,6.1
Children of the Corn: Genesis,English,2011,18+,80,3.7
Naya Daur,Hindi,2007,All,155,8
Bawal,Bengali,2017,13+,117,4.6
The Angry Birds Movie,Hindi,2016,7+,97,6.3
Train to Pakistan,Hindi,1998,18+,107,6.9
Gali Thekey Rajpat,Bengali,None,NR,90,0
Shyamali,Bengali,None,NR,122,6.8
Bala Bharatam,Telugu,1972,All,166,6.5
Kanne Vayusu,Telugu,1973,NR,128,0
Soorarai Pottru (Tamil),Tamil,2020,16+,149,8.6
Om Jai Jagadish,Hindi,2002,NR,169,5.5
Bhaijaan Elo Re,Bengali,2018,All,158,7
DK Bose,Kannada,2019,All,113,6.3
PIRANHA 3DD,Telugu,2012,18+,79,3.7
Parvarish,Hindi,None,All,129,6.9
Me Shivaji Park,Marathi,2018,13+,121,7.3
Jerry Maguire,English,1996,18+,138,7.3
Nocturne,English,2020,16+,90,5.7
Jackpot,Telugu,2001,NR,128,0
Ghayal,Hindi,1990,18+,156,7.6
Aasai,Tamil,1995,13+,145,7.6
Black Box,English,2020,16+,100,6.2
Kaadhal Parisu,Tamil,1987,All,149,6.1
Aisa Yeh Jahaan,Hindi,2015,13+,126,6.6
